task,suite name,condition,prompt,completion,log_prob,prediction
30,subordination_orc-orc,sub_matrix, Since the nurse who the doctor had met only once lost her documents that she had bought from an expensive store,", she administered the wrong medicine .",tensor(-3.1235),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
30,subordination_orc-orc,no-sub_matrix, The nurse who the doctor had met only once lost her documents that she had bought from an expensive store,", she administered the wrong medicine .",tensor(-3.6072),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
31,subordination_orc-orc,sub_no-matrix, Because the scientist who the contractor had recommended broke the computer that the administrator moved to the basement,.,tensor(-1.4809),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
31,subordination_orc-orc,no-sub_no-matrix, The scientist who the contractor had recommended broke the computer that the administrator moved to the basement,.,tensor(-1.1317),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
31,subordination_orc-orc,sub_matrix, Because the scientist who the contractor had recommended broke the computer that the administrator moved to the basement,", the administrator wrote everything by hand .",tensor(-4.2900),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
31,subordination_orc-orc,no-sub_matrix, The scientist who the contractor had recommended broke the computer that the administrator moved to the basement,", the administrator wrote everything by hand .",tensor(-4.6923),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
32,subordination_orc-orc,sub_no-matrix, After the minister who the mayor had invited praised the new building that the businessman had built downtown,.,tensor(-2.6999),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
32,subordination_orc-orc,no-sub_no-matrix, The minister who the mayor had invited praised the new building that the businessman had built downtown,.,tensor(-0.5155),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
32,subordination_orc-orc,sub_matrix, After the minister who the mayor had invited praised the new building that the businessman had built downtown,", it started to rain .",tensor(-3.2008),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
32,subordination_orc-orc,no-sub_matrix, The minister who the mayor had invited praised the new building that the businessman had built downtown,", it started to rain .",tensor(-4.2405),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
33,subordination_orc-orc,sub_no-matrix, Because the architect who the mayor respected very much read the proposal that the housing authority drafted,.,tensor(-2.3815),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
33,subordination_orc-orc,no-sub_no-matrix, The architect who the mayor respected very much read the proposal that the housing authority drafted,.,tensor(-1.5061),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
33,subordination_orc-orc,sub_matrix, Because the architect who the mayor respected very much read the proposal that the housing authority drafted,", the house was built correctly .",tensor(-4.2251),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
33,subordination_orc-orc,no-sub_matrix, The architect who the mayor respected very much read the proposal that the housing authority drafted,", the house was built correctly .",tensor(-5.0881),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
34,subordination_orc-orc,sub_no-matrix, Before the actor who the director praised openly delivered the speech that the author had written yesterday,.,tensor(-1.5454),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
34,subordination_orc-orc,no-sub_no-matrix, The actor who the director praised openly delivered the speech that the author had written yesterday,.,tensor(-0.7071),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
34,subordination_orc-orc,sub_matrix, Before the actor who the director praised openly delivered the speech that the author had written yesterday,", she took a deep breath .",tensor(-2.8643),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
34,subordination_orc-orc,no-sub_matrix, The actor who the director praised openly delivered the speech that the author had written yesterday,", she took a deep breath .",tensor(-3.6871),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
35,subordination_orc-orc,sub_no-matrix, While the pianist who the critic did not like practiced the music that the composer had written,.,tensor(-3.2450),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
35,subordination_orc-orc,no-sub_no-matrix, The pianist who the critic did not like practiced the music that the composer had written,.,tensor(-1.9921),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
35,subordination_orc-orc,sub_matrix, While the pianist who the critic did not like practiced the music that the composer had written,", the conductor stretched his arms .",tensor(-3.2464),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
35,subordination_orc-orc,no-sub_matrix, The pianist who the critic did not like practiced the music that the composer had written,", the conductor stretched his arms .",tensor(-4.3759),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
36,subordination_orc-orc,sub_no-matrix, Although the students who the principle had disciplined enjoyed the novel that the school administrator had written,.,tensor(-4.0162),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
36,subordination_orc-orc,no-sub_no-matrix, The students who the principle had disciplined enjoyed the novel that the school administrator had written,.,tensor(-0.8807),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
36,subordination_orc-orc,sub_matrix, Although the students who the principle had disciplined enjoyed the novel that the school administrator had written,", the teacher considered it poorly written .",tensor(-3.2098),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
36,subordination_orc-orc,no-sub_matrix, The students who the principle had disciplined enjoyed the novel that the school administrator had written,", the teacher considered it poorly written .",tensor(-3.9541),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
37,subordination_orc-orc,sub_no-matrix, While the maid who the chef had yelled at read the magazine that the shift manager left behind,.,tensor(-2.6992),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
37,subordination_orc-orc,no-sub_no-matrix, The maid who the chef had yelled at read the magazine that the shift manager left behind,.,tensor(-1.5011),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
37,subordination_orc-orc,sub_matrix, While the maid who the chef had yelled at read the magazine that the shift manager left behind,", the customer waited at her table .",tensor(-3.7521),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
37,subordination_orc-orc,no-sub_matrix, The maid who the chef had yelled at read the magazine that the shift manager left behind,", the customer waited at her table .",tensor(-5.2331),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
38,subordination_orc-orc,sub_no-matrix, Before the assistant who the boss moved down the hall wrote the letter that the lawyer threw away,.,tensor(-1.6013),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
38,subordination_orc-orc,no-sub_no-matrix, The assistant who the boss moved down the hall wrote the letter that the lawyer threw away,.,tensor(-0.4835),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
38,subordination_orc-orc,sub_matrix, Before the assistant who the boss moved down the hall wrote the letter that the lawyer threw away,", she had a cup of coffee .",tensor(-2.9188),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
38,subordination_orc-orc,no-sub_matrix, The assistant who the boss moved down the hall wrote the letter that the lawyer threw away,", she had a cup of coffee .",tensor(-4.1465),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
39,subordination_orc-orc,sub_no-matrix, After the diplomat who the spy had contacted repeatedly presented the file that the assistant had written,.,tensor(-3.9787),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
39,subordination_orc-orc,no-sub_no-matrix, The diplomat who the spy had contacted repeatedly presented the file that the assistant had written,.,tensor(-1.6923),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
39,subordination_orc-orc,sub_matrix, After the diplomat who the spy had contacted repeatedly presented the file that the assistant had written,", the ambassador gave a speech .",tensor(-2.8050),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
39,subordination_orc-orc,no-sub_matrix, The diplomat who the spy had contacted repeatedly presented the file that the assistant had written,", the ambassador gave a speech .",tensor(-3.4307),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
40,subordination_orc-orc,sub_no-matrix, While the officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written,.,tensor(-1.9994),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
40,subordination_orc-orc,no-sub_no-matrix, The officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written,.,tensor(-1.7834),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
40,subordination_orc-orc,sub_matrix, While the officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written,", the players waited nervously .",tensor(-2.9929),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
40,subordination_orc-orc,no-sub_matrix, The officials who the coaches had bribed handsomely reviewed the contract that the lawyers had written,", the players waited nervously .",tensor(-3.8600),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
41,subordination_orc-orc,sub_no-matrix, Because the clerk who the citizens liked greatly lost the plans that the city planners had drafted,.,tensor(-2.0721),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
41,subordination_orc-orc,no-sub_no-matrix, The clerk who the citizens liked greatly lost the plans that the city planners had drafted,.,tensor(-1.6826),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
41,subordination_orc-orc,sub_matrix, Because the clerk who the citizens liked greatly lost the plans that the city planners had drafted,", the detective looked elsewhere .",tensor(-5.3015),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
41,subordination_orc-orc,no-sub_matrix, The clerk who the citizens liked greatly lost the plans that the city planners had drafted,", the detective looked elsewhere .",tensor(-5.5458),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
42,subordination_orc-orc,sub_no-matrix, While the tourists who the locals found strange read the guide that the maid had given them,.,tensor(-2.5299),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
42,subordination_orc-orc,no-sub_no-matrix, The tourists who the locals found strange read the guide that the maid had given them,.,tensor(-1.3760),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
42,subordination_orc-orc,sub_matrix, While the tourists who the locals found strange read the guide that the maid had given them,", the children played in the sand .",tensor(-2.8476),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
42,subordination_orc-orc,no-sub_matrix, The tourists who the locals found strange read the guide that the maid had given them,", the children played in the sand .",tensor(-3.9615),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
43,subordination_orc-orc,sub_no-matrix, When the politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed,.,tensor(-2.6493),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
43,subordination_orc-orc,no-sub_no-matrix, The politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed,.,tensor(-0.2368),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
43,subordination_orc-orc,sub_matrix, When the politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed,", the protestors walked down the street .",tensor(-3.4320),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
43,subordination_orc-orc,no-sub_matrix, The politicians who the lobbyists trusted passed the new law that all the shop owners strongly opposed,", the protestors walked down the street .",tensor(-3.9692),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
44,subordination_orc-orc,sub_no-matrix, When the police who the officer had given pistols found new evidence that the suspect had hidden,.,tensor(-3.6733),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
44,subordination_orc-orc,no-sub_no-matrix, The police who the officer had given pistols found new evidence that the suspect had hidden,.,tensor(-3.3807),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
44,subordination_orc-orc,sub_matrix, When the police who the officer had given pistols found new evidence that the suspect had hidden,", the judge declared a mistrial .",tensor(-2.8182),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
44,subordination_orc-orc,no-sub_matrix, The police who the officer had given pistols found new evidence that the suspect had hidden,", the judge declared a mistrial .",tensor(-3.0352),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
45,subordination_orc-orc,sub_no-matrix, Before the students who the committee had praised handed in their papers that the teacher assigned them,.,tensor(-2.8168),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
45,subordination_orc-orc,no-sub_no-matrix, The students who the committee had praised handed in their papers that the teacher assigned them,.,tensor(-1.5680),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
45,subordination_orc-orc,sub_matrix, Before the students who the committee had praised handed in their papers that the teacher assigned them,", they revised them all night long .",tensor(-3.7766),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
45,subordination_orc-orc,no-sub_matrix, The students who the committee had praised handed in their papers that the teacher assigned them,", they revised them all night long .",tensor(-4.5829),['((5;%sub_no-matrix%) > (5;%no-sub_no-matrix%) ) & ((5;%sub_matrix%) < (5;%no-sub_matrix%) )']
46,center_embed,plaus, The painting that the artist,painted,tensor(-4.2431),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
46,center_embed,plaus, The painting that the artist painted,deteriorated,tensor(-6.8134),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
46,center_embed,implaus, The painting that the artist,deteriorated,tensor(-7.5037),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
46,center_embed,implaus, The painting that the artist deteriorated,painted,tensor(-5.2946),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
47,center_embed,plaus, The storm that the captain,feared,tensor(-6.2085),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
47,center_embed,plaus, The storm that the captain feared,subsided,tensor(-6.2473),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
47,center_embed,implaus, The storm that the captain,subsided,tensor(-8.3709),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
47,center_embed,implaus, The storm that the captain subsided,feared,tensor(-10.3056),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
48,center_embed,plaus, The girl that the bug,frightened,tensor(-6.3262),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
48,center_embed,plaus, The girl that the bug frightened,shouted,tensor(-6.2012),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
48,center_embed,implaus, The girl that the bug,shouted,tensor(-8.4458),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
48,center_embed,implaus, The girl that the bug shouted,frightened,tensor(-8.0377),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
49,center_embed,plaus, The baby that the woman,held,tensor(-7.5011),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
49,center_embed,plaus, The baby that the woman held,yelled,tensor(-13.2056),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
49,center_embed,implaus, The baby that the woman,yelled,tensor(-6.7250),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
49,center_embed,implaus, The baby that the woman yelled,held,tensor(-11.4853),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
50,center_embed,plaus, The soldier that the bullet,wounded,tensor(-7.8014),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
50,center_embed,plaus, The soldier that the bullet wounded,died,tensor(-7.5006),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
50,center_embed,implaus, The soldier that the bullet,died,tensor(-10.0831),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
50,center_embed,implaus, The soldier that the bullet died,wounded,tensor(-8.8886),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
51,center_embed,plaus, The storm that the scientist,predicted,tensor(-5.3605),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
51,center_embed,plaus, The storm that the scientist predicted,intensified,tensor(-5.6245),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
51,center_embed,implaus, The storm that the scientist,intensified,tensor(-6.6872),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
51,center_embed,implaus, The storm that the scientist intensified,predicted,tensor(-6.4741),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
52,center_embed,plaus, The convict that the cop,arrested,tensor(-9.0456),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
52,center_embed,plaus, The convict that the cop arrested,escaped,tensor(-4.8913),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
52,center_embed,implaus, The convict that the cop,escaped,tensor(-6.0765),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
52,center_embed,implaus, The convict that the cop escaped,arrested,tensor(-8.1255),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
53,center_embed,plaus, The computer that the secretary,bought,tensor(-9.0007),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
53,center_embed,plaus, The computer that the secretary bought,crashed,tensor(-6.7541),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
53,center_embed,implaus, The computer that the secretary,crashed,tensor(-8.0093),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
53,center_embed,implaus, The computer that the secretary crashed,bought,tensor(-11.4780),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
54,center_embed,plaus, The floor that the maid,swept,tensor(-7.9803),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
54,center_embed,plaus, The floor that the maid swept,cracked,tensor(-6.9352),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
54,center_embed,implaus, The floor that the maid,cracked,tensor(-7.2985),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
54,center_embed,implaus, The floor that the maid cracked,swept,tensor(-4.0518),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
55,center_embed,plaus, The yacht that the millionaires,bought,tensor(-7.4525),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
55,center_embed,plaus, The yacht that the millionaires bought,sank,tensor(-10.3562),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
55,center_embed,implaus, The yacht that the millionaires,sank,tensor(-7.8597),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
55,center_embed,implaus, The yacht that the millionaires sank,bought,tensor(-9.8551),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
56,center_embed,plaus, The shirt that the man,bought,tensor(-10.2657),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
56,center_embed,plaus, The shirt that the man bought,ripped,tensor(-8.6335),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
56,center_embed,implaus, The shirt that the man,ripped,tensor(-9.8607),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
56,center_embed,implaus, The shirt that the man ripped,bought,tensor(-10.4283),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
57,center_embed,plaus, The water that the maid,poured,tensor(-6.7075),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
57,center_embed,plaus, The water that the maid poured,evaporated,tensor(-6.5690),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
57,center_embed,implaus, The water that the maid,evaporated,tensor(-4.5429),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
57,center_embed,implaus, The water that the maid evaporated,poured,tensor(-8.7372),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
58,center_embed,plaus, The building that the workers,built,tensor(-13.2961),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
58,center_embed,plaus, The building that the workers built,collapsed,tensor(-6.8420),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
58,center_embed,implaus, The building that the workers,collapsed,tensor(-8.4379),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
58,center_embed,implaus, The building that the workers collapsed,built,tensor(-15.2969),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
59,center_embed,plaus, The bones that the doctor,examined,tensor(-3.7647),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
59,center_embed,plaus, The bones that the doctor examined,broke,tensor(-8.8284),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
59,center_embed,implaus, The bones that the doctor,broke,tensor(-6.7905),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
59,center_embed,implaus, The bones that the doctor broke,examined,tensor(-6.0238),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
60,center_embed,plaus, The building that the workers,repaired,tensor(-6.3455),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
60,center_embed,plaus, The building that the workers repaired,deteriorated,tensor(-3.9009),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
60,center_embed,implaus, The building that the workers,deteriorated,tensor(-6.3687),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
60,center_embed,implaus, The building that the workers deteriorated,repaired,tensor(-5.4428),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
61,center_embed,plaus, The ship that the workers,built,tensor(-12.4861),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
61,center_embed,plaus, The ship that the workers built,sank,tensor(-5.0847),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
61,center_embed,implaus, The ship that the workers,sank,tensor(-12.3437),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
61,center_embed,implaus, The ship that the workers sank,built,tensor(-15.0963),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
62,center_embed,plaus, The horse that the boy,rode,tensor(-7.0097),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
62,center_embed,plaus, The horse that the boy rode,bucked,tensor(-4.8232),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
62,center_embed,implaus, The horse that the boy,bucked,tensor(-6.5572),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
62,center_embed,implaus, The horse that the boy bucked,rode,tensor(-8.4624),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
63,center_embed,plaus, The water that the chef,needed,tensor(-9.7178),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
63,center_embed,plaus, The water that the chef needed,evaporated,tensor(-4.2441),['( (6;%plaus%) + (7;%plaus%) ) < ( (6;%implaus%) + (7;%implaus%) )']
