dialogue,options,explicit_answer,log_prob_score_7b,log_prob_score_7b_chat
"Question: did Jacob go there
Answer: he walked to the attic","1. I don't know if Jacob was in the workshop
2. I was not in the workshop
3. Jacob was in the workshop
4. Jacob was not in the workshop",Jacob was not in the workshop,-2.2019829750061035,-3.328394651412964
"Question: how many cucumbers are in the cellar
Answer: there are one or two","1. two cucumbers are in the cellar
2. the cucumbers are not in the cellar
3. I am not sure how many cucumbers are in the cellar
4. all of the cucumbers are in the cellar",I am not sure how many cucumbers are in the cellar,-0.8125907182693481,-1.0656580924987793
"Question: are some of the watermelons there
Answer: two are there","1. all of the cucumbers are in the cellar
2. I am not sure if some of the watermelons are in the cellar
3. two of the watermelons are in the cellar
4. all of the watermelons are in the cellar",two of the watermelons are in the cellar,-0.9362143874168396,-1.6979448795318604
"Question: was Jackson there
Answer: he travelled to the bedroom","1. I was not in the cellar
2. Jackson was not in the cellar
3. I was in the cellar
4. I don't know if Jackson was in the cellar",Jackson was not in the cellar,-2.17875599861145,-2.6243042945861816
"Question: are some of the grapefruits there
Answer: some of them are there","1. all of the grapefruits are in the bedroom
2. I am not sure if some of the grapefruits are in the bedroom
3. three of the grapefruits are in the bedroom
4. some of the grapefruits are in the bedroom",some of the grapefruits are in the bedroom,-1.0228009223937988,-1.8133888244628906
"Question: are some of the lettuces in the back_yard
Answer: some of them are there","1. all of the lettuces are in the back_yard
2. five of the lettuces are in the back_yard
3. some of the lettuces are in the back_yard
4. I am not sure how many lettuces are in the back_yard",some of the lettuces are in the back_yard,-0.9718260765075684,-1.7481822967529297
"Question: did you go there
Answer: I went to the bedroom","1. I don't know
2. I was not in the workshop
3. I was in the workshop
4. I was not in the back_yard",I was not in the back_yard,-1.5491538047790527,-3.9181575775146484
"Question: how many beans are in the garden
Answer: four or five","1. I am not sure how many beans are in the garden
2. all of the beans are in the bedroom
3. five beans are in the garden
4. all of the beans are in the garden",I am not sure how many beans are in the garden,-0.9526640176773071,-1.5306886434555054
"Question: are some of the celeries in the patio
Answer: Emily said she put five of them there","1. I am not sure how many celeries are in the patio
2. all of the celeries are in the patio
3. the celeries are not in the patio
4. five of the celeries are in the patio",five of the celeries are in the patio,-1.8014296293258667,-2.5167627334594727
"Question: are all the lemons in the lounge
Answer: all of them are there","1. the lemons are not in the lounge
2. not all of the lemons are in the lounge
3. all of the lemons are in the lounge
4. I am not sure if all of the lemons are in the lounge",all of the lemons are in the lounge,-1.077903151512146,-1.838339924812317
"Question: were you there
Answer: I went to the closet","1. I was not in the lounge
2. I was not in the patio
3. I was in the lounge
4. I don't know",I was not in the lounge,-1.3577182292938232,-2.5264408588409424
"Question: are some of the asparagus in the TV_room
Answer: four are there","1. the asparagus are not in the TV_room
2. I am not sure how many asparagus are in the TV_room
3. four of the asparagus are in the TV_room
4. all of the asparagus are in the TV_room",four of the asparagus are in the TV_room,-0.9255276322364807,-1.6656546592712402
"Question: did Sophia put the celeries there
Answer: she was not there","1. Sophia was in the TV_room
2. I put the celeries in the TV_room
3. Sophia didn't put the celeries in the TV_room
4. I put the asparagus in the TV_room",Sophia didn't put the celeries in the TV_room,-1.1404433250427246,-1.3654612302780151
"Question: did you put them there
Answer: I put the asparagus there","1. I didn't put the celeries in the TV_room
2. I put the celeries in the TV_room
3. the celeries are in the TV_room
4. I didn't put the asparagus in the TV_room",I didn't put the celeries in the TV_room,-0.9331222772598267,-2.0899178981781006
"Question: did Lucas leave them there
Answer: he left the peas there","1. I don't know if Lucas leave the celeries in the TV_room
2. Lucas leave the celeries in the TV_room
3. Lucas didn't leave the celeries in the TV_room
4. I leave the celeries in the TV_room",Lucas didn't leave the celeries in the TV_room,-0.9994226098060608,-1.9088584184646606
"Question: did Elizabeth go to the sunroom 
Answer: she journeyed to the living_room","1. Elizabeth was not in the sunroom
2. I don't know
3. I was not in the sunroom
4. Elizabeth was in the sunroom",Elizabeth was not in the sunroom,-2.204392671585083,-2.9510910511016846
"Question: where can I get the peas
Answer: Jayden said there is a green suitcase in the sunroom","1. the peas are not in the sunroom
2. the peas are in the green suitcase
3. the peas are in the sunroom
4. I don't know where the peas are",the peas are in the sunroom,-1.2619844675064087,-2.052555799484253
"Question: where can I find the watermelons
Answer: they are in the living_room","1. the watermelons are in the living_room
2. I am not sure where the watermelons are
3. I don't know where the watermelons are
4. the watermelons are not in the living_room",the watermelons are in the living_room,-0.8704032301902771,-1.4672945737838745
"Question: where can I get the grapefruits
Answer: they are in the porch or the bedroom","1. I am not sure where the grapefruits are
2. I was not in the bedroom
3. the grapefruits are in the bedroom
4. I was not in the porch",I am not sure where the grapefruits are,-1.0918484926223755,-1.706390142440796
"Question: did Liam put them in the porch
Answer: he put them there and journeyed to the front_yard","1. I didn't put the grapefruits in the porch
2. I put the grapefruits in the porch and then journeyed to the front_yard
3. I put the grapefruits in the front_yard and then journeyed to the porch
4. Liam put the grapefruits in the porch and then journeyed to the front_yard",Liam put the grapefruits in the porch and then journeyed to the front_yard,-0.6155081391334534,-0.8584597706794739
"Question: did you leave the grapes there
Answer: I left the lime there","1. I left the lime in the porch
2. I didn't leave the grapefruits in the porch
3. I didn't leave the grapes in the porch
4. I leave the grapes in the porch",I didn't leave the grapes in the porch,-0.8888499736785889,-1.4965176582336426
"Question: was Avery in the lounge
Answer: she was in the TV_room","1. Avery was not in the lounge
2. I don't know if Avery was in the lounge
3. I don't know
4. I was not in the lounge",Avery was not in the lounge,-1.2242714166641235,-2.0353024005889893
"Question: where can I get the pumpkin
Answer: there is a green suitcase in the hall","1. the pumpkin is in the hall
2. I don't know where the pumpkin is
3. the pumpkin is in the green suitcase
4. the pumpkin is in the TV_room",the pumpkin is in the hall,-1.1931954622268677,-2.4710590839385986
"Question: how about the spinaches
Answer: they are in the TV_room or the hall","1. I am not sure where the spinaches are
2. the spinaches are not in the hall
3. the spinaches are not in the TV_room
4. the spinaches are in the TV_room",I am not sure where the spinaches are,-1.2801141738891602,-1.9997575283050537
"Question: were you in the lounge
Answer: I returned to the dining_room","1. I was in the bathroom
2. I was not in the bathroom
3. I was not in the lounge
4. I was in the lounge",I was not in the lounge,-1.4545865058898926,-2.4494028091430664
"Question: where can I find the strawberries
Answer: Mason said there is a blue crate in the lounge","1. I am not sure where the strawberries are
2. the strawberries are in the dining_room
3. the strawberries are in the blue crate
4. the strawberries are in the lounge",the strawberries are in the lounge,-0.8245171308517456,-1.567822813987732
"Question: where are the peas
Answer: they are in the lounge or the bathroom","1. the peas are in the dining_room
2. the peas are in the lounge
3. I was not in the lounge
4. I am not sure where the peas are",I am not sure where the peas are,-1.4135825634002686,-2.2387635707855225
"Question: are all the lettuces in the hall
Answer: some are there","1. not all the lettuces are in the hall
2. the lettuces are not in the hall
3. all of the peas are in the hall
4. all of the lettuces are in the hall",not all the lettuces are in the hall,-1.1622202396392822,-1.653050422668457
"Question: are some of the cucumbers in the playroom
Answer: five are there","1. all of the cucumbers are in the playroom
2. I am not sure if some of the cucumbers are in the playroom
3. five of the cucumbers are in the playroom
4. I am not sure how many cucumbers are in the playroom",five of the cucumbers are in the playroom,-1.267159342765808,-1.7784274816513062
"Question: are some of the radishes in the living_room
Answer: Olivia said she put five there","1. Olivia was not in the living_room
2. I am not sure how many radishes are in the living_room
3. five of the radishes are in the living_room
4. all of the cucumbers are in the living_room",five of the radishes are in the living_room,-1.4773905277252197,-1.972778558731079
"Question: did you leave the cucumbers there
Answer: I left them in the playroom","1. I didn't leave the cucumbers in the playroom
2. I leave the cucumbers in the living_room
3. I didn't leave the cucumbers in the living_room
4. I didn't leave the radishes in the living_room",I didn't leave the cucumbers in the living_room,-0.7541910409927368,-1.7602336406707764
"Question: are all the lemons in the pantry
Answer: I have no idea","1. I don't know if all the lemons are in the pantry
2. the lemons are not in the pantry
3. four of the lemons are in the pantry
4. the lemons were not in the lounge",I don't know if all the lemons are in the pantry,-0.7349456548690796,-1.0883163213729858
