dialogue,options,explicit_answer,log_prob_score
"Question: are some of the asparagus in the TV_room
Answer: four are there","1. the asparagus are not in the TV_room
2. I am not sure how many asparagus are in the TV_room
3. four of the asparagus are in the TV_room
4. all of the asparagus are in the TV_room",four of the asparagus are in the TV_room,-0.8789674639701843
"Question: did Sophia put the celeries there
Answer: she was not there","1. Sophia was in the TV_room
2. I put the celeries in the TV_room
3. Sophia didn't put the celeries in the TV_room
4. I put the asparagus in the TV_room",Sophia didn't put the celeries in the TV_room,-0.8651407957077026
"Question: did you put them there
Answer: I put the asparagus there","1. I didn't put the celeries in the TV_room
2. I put the celeries in the TV_room
3. the celeries are in the TV_room
4. I didn't put the asparagus in the TV_room",I didn't put the celeries in the TV_room,-0.8432385921478271
"Question: did Lucas leave them there
Answer: he left the peas there","1. I don't know if Lucas leave the celeries in the TV_room
2. Lucas leave the celeries in the TV_room
3. Lucas didn't leave the celeries in the TV_room
4. I leave the celeries in the TV_room",Lucas didn't leave the celeries in the TV_room,-1.0002377033233643
"Question: did Elizabeth go to the sunroom 
Answer: she journeyed to the living_room","1. Elizabeth was not in the sunroom
2. I don't know
3. I was not in the sunroom
4. Elizabeth was in the sunroom",Elizabeth was not in the sunroom,-2.066016912460327
"Question: where can I get the peas
Answer: Jayden said there is a green suitcase in the sunroom","1. the peas are not in the sunroom
2. the peas are in the green suitcase
3. the peas are in the sunroom
4. I don't know where the peas are",the peas are in the sunroom,-1.3531625270843506
"Question: where can I find the watermelons
Answer: they are in the living_room","1. the watermelons are in the living_room
2. I am not sure where the watermelons are
3. I don't know where the watermelons are
4. the watermelons are not in the living_room",the watermelons are in the living_room,-0.8286314010620117
"Question: where can I get the grapefruits
Answer: they are in the porch or the bedroom","1. I am not sure where the grapefruits are
2. I was not in the bedroom
3. the grapefruits are in the bedroom
4. I was not in the porch",I am not sure where the grapefruits are,-1.0146808624267578
"Question: did Liam put them in the porch
Answer: he put them there and journeyed to the front_yard","1. I didn't put the grapefruits in the porch
2. I put the grapefruits in the porch and then journeyed to the front_yard
3. I put the grapefruits in the front_yard and then journeyed to the porch
4. Liam put the grapefruits in the porch and then journeyed to the front_yard",Liam put the grapefruits in the porch and then journeyed to the front_yard,-0.593929648399353
"Question: did you leave the grapes there
Answer: I left the lime there","1. I left the lime in the porch
2. I didn't leave the grapefruits in the porch
3. I didn't leave the grapes in the porch
4. I leave the grapes in the porch",I didn't leave the grapes in the porch,-0.8828166127204895
"Question: was Avery in the lounge
Answer: she was in the TV_room","1. Avery was not in the lounge
2. I don't know if Avery was in the lounge
3. I don't know
4. I was not in the lounge",Avery was not in the lounge,-1.161036491394043
"Question: where can I get the pumpkin
Answer: there is a green suitcase in the hall","1. the pumpkin is in the hall
2. I don't know where the pumpkin is
3. the pumpkin is in the green suitcase
4. the pumpkin is in the TV_room",the pumpkin is in the hall,-1.2638978958129883
"Question: how about the spinaches
Answer: they are in the TV_room or the hall","1. I am not sure where the spinaches are
2. the spinaches are not in the hall
3. the spinaches are not in the TV_room
4. the spinaches are in the TV_room",I am not sure where the spinaches are,-1.3081563711166382
"Question: were you in the lounge
Answer: I returned to the dining_room","1. I was in the bathroom
2. I was not in the bathroom
3. I was not in the lounge
4. I was in the lounge",I was not in the lounge,-1.4487128257751465
"Question: where can I find the strawberries
Answer: Mason said there is a blue crate in the lounge","1. I am not sure where the strawberries are
2. the strawberries are in the dining_room
3. the strawberries are in the blue crate
4. the strawberries are in the lounge",the strawberries are in the lounge,-0.8880056142807007
"Question: where are the peas
Answer: they are in the lounge or the bathroom","1. the peas are in the dining_room
2. the peas are in the lounge
3. I was not in the lounge
4. I am not sure where the peas are",I am not sure where the peas are,-1.2913768291473389
"Question: are all the lettuces in the hall
Answer: some are there","1. not all the lettuces are in the hall
2. the lettuces are not in the hall
3. all of the peas are in the hall
4. all of the lettuces are in the hall",not all the lettuces are in the hall,-1.087020754814148
"Question: are some of the cucumbers in the playroom
Answer: five are there","1. all of the cucumbers are in the playroom
2. I am not sure if some of the cucumbers are in the playroom
3. five of the cucumbers are in the playroom
4. I am not sure how many cucumbers are in the playroom",five of the cucumbers are in the playroom,-1.199920892715454
"Question: are some of the radishes in the living_room
Answer: Olivia said she put five there","1. Olivia was not in the living_room
2. I am not sure how many radishes are in the living_room
3. five of the radishes are in the living_room
4. all of the cucumbers are in the living_room",five of the radishes are in the living_room,-1.4835295677185059
"Question: did you leave the cucumbers there
Answer: I left them in the playroom","1. I didn't leave the cucumbers in the playroom
2. I leave the cucumbers in the living_room
3. I didn't leave the cucumbers in the living_room
4. I didn't leave the radishes in the living_room",I didn't leave the cucumbers in the living_room,-0.7522717118263245
"Question: are all the lemons in the pantry
Answer: I have no idea","1. I don't know if all the lemons are in the pantry
2. the lemons are not in the pantry
3. four of the lemons are in the pantry
4. the lemons were not in the lounge",I don't know if all the lemons are in the pantry,-0.6925891637802124
